Station Name,empty_slots,free_bikes,ebikes,normal_bikes,name,distance,rating,price,review_count,poi_location
11th & Kingsway,14,1,1,0,Zarak By Afghan Kitchen,609.0,4.5,,120.0,"(49.27, -123.10)"
11th & Kingsway,14,1,1,0,Osteria Savio Volpe,628.0,4.2,$$$,463.0,"(49.26, -123.09)"
11th & Kingsway,14,1,1,0,Fassil Ethiopian Restaurant,684.0,4.3,$$,154.0,"(49.26, -123.09)"
11th & Kingsway,14,1,1,0,Les Faux Bourgeois,709.0,3.9,$$,485.0,"(49.26, -123.09)"
11th & Kingsway,14,1,1,0,Anh and Chi,719.0,3.9,$$$,717.0,"(49.26, -123.10)"
11th & Kingsway,14,1,1,0,Nemesis Coffee,749.0,4.2,$$,101.0,"(49.27, -123.09)"
11th & Kingsway,14,1,1,0,Published On Main,958.0,4.3,,152.0,"(49.25, -123.10)"
Pender & Burrard,2,23,3,20,Nightingale,66.0,4.1,$$$,546.0,"(49.29, -123.12)"
Pender & Burrard,2,23,3,20,Cactus Club Cafe,283.0,4.2,$$,936.0,"(49.29, -123.12)"
Pender & Burrard,2,23,3,20,Tableau Bar Bistro,367.0,4.0,$$,306.0,"(49.29, -123.12)"
Pender & Burrard,2,23,3,20,Miku,400.0,4.4,$$$,2379.0,"(49.29, -123.11)"
Pender & Burrard,2,23,3,20,Thierry,400.0,4.0,$$,999.0,"(49.28, -123.12)"
Pender & Burrard,2,23,3,20,Hawksworth Restaurant,414.0,4.1,$$$,694.0,"(49.28, -123.12)"
Pender & Burrard,2,23,3,20,Kokoro Tokyo Mazesoba,483.0,4.1,$$,490.0,"(49.28, -123.12)"
Pender & Burrard,2,23,3,20,Joe Fortes Seafood & Chop House,496.0,4.0,$$$,1353.0,"(49.28, -123.12)"
Pender & Burrard,2,23,3,20,Hello Nori ,573.0,4.5,$$,266.0,"(49.29, -123.13)"
Pender & Burrard,2,23,3,20,Le Crocodile Restaurant,700.0,4.3,$$$$,465.0,"(49.28, -123.13)"
Pender & Burrard,2,23,3,20,Medina Cafe,748.0,4.2,$$,2701.0,"(49.28, -123.12)"
Pender & Burrard,2,23,3,20,Black Frog Eatery,768.0,3.8,$$,226.0,"(49.28, -123.11)"
Pender & Burrard,2,23,3,20,Forage,776.0,4.1,$$,736.0,"(49.29, -123.13)"
Pender & Burrard,2,23,3,20,Cardero's Restaurant & Marine Pub,814.0,3.9,$$$,715.0,"(49.29, -123.13)"
Pender & Burrard,2,23,3,20,Gyu-Kaku Japanese BBQ,876.0,4.0,$$,410.0,"(49.28, -123.12)"
Pender & Burrard,2,23,3,20,Sushi Jin,919.0,4.6,$$$,149.0,"(49.28, -123.12)"
Pender & Burrard,2,23,3,20,Tutto,966.0,4.3,$$$,67.0,"(49.28, -123.12)"
Pender & Burrard,2,23,3,20,Fanny Bay Oyster Bar & Shellfish Market,988.0,4.4,$$$,891.0,"(49.28, -123.11)"
Pender & Burrard,2,23,3,20,Lupo,991.0,4.3,$$$,467.0,"(49.28, -123.12)"
Pender & Burrard,2,23,3,20,Chambar,994.0,4.2,$$,1601.0,"(49.28, -123.11)"
Columbia & 1st,19,4,1,3,The Flying Pig - Village,168.0,3.3,$$,218.0,"(49.27, -123.11)"
Columbia & 1st,19,4,1,3,CRAFT Beer Market,259.0,3.4,$$,536.0,"(49.27, -123.11)"
Columbia & 1st,19,4,1,3,Nana's Green Tea,274.0,4.1,$$,192.0,"(49.27, -123.11)"
Columbia & 1st,19,4,1,3,Johnnie Fox's Irish Pub,626.0,3.9,$$,127.0,"(49.27, -123.10)"
Columbia & 1st,19,4,1,3,Mahony’s Tavern,658.0,2.7,$$,169.0,"(49.27, -123.12)"
Columbia & 1st,19,4,1,3,La Taqueria Pinche Taco Shop,738.0,4.2,$$,697.0,"(49.26, -123.11)"
Columbia & 1st,19,4,1,3,Zarak By Afghan Kitchen,775.0,4.5,,120.0,"(49.27, -123.10)"
Columbia & 1st,19,4,1,3,Seaport City Seafood Restaurant,783.0,4.2,$$$,69.0,"(49.26, -123.12)"
Columbia & 1st,19,4,1,3,OEB Breakfast Co. - Yaletown,802.0,4.3,$$,912.0,"(49.27, -123.12)"
Columbia & 1st,19,4,1,3,Saku,919.0,4.3,$$,265.0,"(49.26, -123.12)"
Columbia & 1st,19,4,1,3,Fable Diner,946.0,3.9,$$,343.0,"(49.26, -123.10)"
Columbia & 1st,19,4,1,3,Bodega On Main,947.0,3.9,$$,229.0,"(49.28, -123.10)"
Melville & Bute,11,2,0,2,Tableau Bar Bistro,42.0,4.0,$$,306.0,"(49.29, -123.12)"
Melville & Bute,11,2,0,2,Hello Nori ,289.0,4.5,$$,266.0,"(49.29, -123.13)"
Melville & Bute,11,2,0,2,Joe Fortes Seafood & Chop House,316.0,4.0,$$$,1353.0,"(49.28, -123.12)"
Melville & Bute,11,2,0,2,Thierry,331.0,4.0,$$,999.0,"(49.28, -123.12)"
Melville & Bute,11,2,0,2,Forage,392.0,4.1,$$,736.0,"(49.29, -123.13)"
Melville & Bute,11,2,0,2,Nightingale,450.0,4.1,$$$,546.0,"(49.29, -123.12)"
Melville & Bute,11,2,0,2,Cactus Club Cafe,466.0,4.2,$$,936.0,"(49.29, -123.12)"
Melville & Bute,11,2,0,2,Cardero's Restaurant & Marine Pub,486.0,3.9,$$$,715.0,"(49.29, -123.13)"
Melville & Bute,11,2,0,2,Le Crocodile Restaurant,590.0,4.3,$$$$,465.0,"(49.28, -123.13)"
Melville & Bute,11,2,0,2,Hawksworth Restaurant,598.0,4.1,$$$,694.0,"(49.28, -123.12)"
Melville & Bute,11,2,0,2,Saku,624.0,4.4,$$,453.0,"(49.29, -123.13)"
Melville & Bute,11,2,0,2,Guu with Garlic,766.0,4.3,$$,1081.0,"(49.29, -123.13)"
Melville & Bute,11,2,0,2,Miku,797.0,4.4,$$$,2379.0,"(49.29, -123.11)"
Melville & Bute,11,2,0,2,Kokoro Tokyo Mazesoba,808.0,4.1,$$,490.0,"(49.28, -123.12)"
Melville & Bute,11,2,0,2,Gyu-Kaku Japanese BBQ,832.0,4.0,$$,410.0,"(49.28, -123.12)"
Melville & Bute,11,2,0,2,Sushi Jin,912.0,4.6,$$$,149.0,"(49.28, -123.12)"
Melville & Bute,11,2,0,2,Tom Sushi,941.0,4.7,$$,285.0,"(49.28, -123.13)"
Melville & Bute,11,2,0,2,Medina Cafe,958.0,4.2,$$,2701.0,"(49.28, -123.12)"
Melville & Bute,11,2,0,2,Score on Davie,983.0,4.3,$$,363.0,"(49.28, -123.13)"
Anderson & 2nd,18,8,0,8,Afghan Horsemen Restaurant,68.0,3.9,$$,264.0,"(49.27, -123.14)"
Anderson & 2nd,18,8,0,8,Salade de Fruits Cafe,459.0,4.2,$$,185.0,"(49.27, -123.14)"
Anderson & 2nd,18,8,0,8,Ancora Waterfront Dining and Patio,628.0,4.1,$$$$,240.0,"(49.27, -123.13)"
Anderson & 2nd,18,8,0,8,AnnaLena,670.0,4.5,$$$$,369.0,"(49.27, -123.15)"
Anderson & 2nd,18,8,0,8,Delhi 6 Indian Bistro,683.0,4.4,$$,146.0,"(49.27, -123.14)"
Anderson & 2nd,18,8,0,8,Beach Ave Bar And Grill,704.0,4.5,$$,33.0,"(49.28, -123.14)"
Anderson & 2nd,18,8,0,8,Suika,727.0,4.2,$$,566.0,"(49.26, -123.14)"
Anderson & 2nd,18,8,0,8,Linh Cafe,824.0,3.9,$$,337.0,"(49.27, -123.13)"
Anderson & 2nd,18,8,0,8,Fable Kitchen,828.0,4.3,$$,791.0,"(49.27, -123.15)"
Anderson & 2nd,18,8,0,8,Salmon n' Bannock,910.0,4.5,$$,236.0,"(49.26, -123.13)"
Anderson & 2nd,18,8,0,8,Octopus Garden,943.0,3.9,$$$,158.0,"(49.27, -123.15)"
5th & Main,9,7,0,7,Zarak By Afghan Kitchen,33.0,4.5,,120.0,"(49.27, -123.10)"
5th & Main,9,7,0,7,Fable Diner,395.0,3.9,$$,343.0,"(49.26, -123.10)"
5th & Main,9,7,0,7,Johnnie Fox's Irish Pub,556.0,3.9,$$,127.0,"(49.27, -123.10)"
5th & Main,9,7,0,7,Nemesis Coffee,560.0,4.2,$$,101.0,"(49.27, -123.09)"
5th & Main,9,7,0,7,The Farmhouse,562.0,4.3,,28.0,"(49.26, -123.10)"
5th & Main,9,7,0,7,CRAFT Beer Market,590.0,3.4,$$,536.0,"(49.27, -123.11)"
5th & Main,9,7,0,7,The Flying Pig - Village,615.0,3.3,$$,218.0,"(49.27, -123.11)"
5th & Main,9,7,0,7,Nana's Green Tea,617.0,4.1,$$,192.0,"(49.27, -123.11)"
5th & Main,9,7,0,7,La Taqueria Pinche Taco Shop,945.0,4.2,$$,697.0,"(49.26, -123.11)"
5th & Main,9,7,0,7,Burgoo Bistros,979.0,3.9,$$,515.0,"(49.26, -123.10)"
5th & Main,9,7,0,7,Fassil Ethiopian Restaurant,984.0,4.3,$$,154.0,"(49.26, -123.09)"
Alexander & Dunlevy,4,10,0,10,The Mackenzie Room,94.0,4.5,$$$$,205.0,"(49.28, -123.09)"
Alexander & Dunlevy,4,10,0,10,St Lawrence Restaurant,228.0,4.4,$$$,167.0,"(49.28, -123.10)"
Alexander & Dunlevy,4,10,0,10,Bao Bei Chinese Brasserie,635.0,3.9,$$$,440.0,"(49.28, -123.10)"
Alexander & Dunlevy,4,10,0,10,Phnom Penh,665.0,4.2,$$,1775.0,"(49.28, -123.10)"
Alexander & Dunlevy,4,10,0,10,L'Abattoir,685.0,4.2,$$$,602.0,"(49.28, -123.10)"
Alexander & Dunlevy,4,10,0,10,PiDGiN,702.0,4.0,$$$,343.0,"(49.28, -123.10)"
Alexander & Dunlevy,4,10,0,10,Black Frog Eatery,988.0,3.8,$$,226.0,"(49.28, -123.11)"
13th & St George,14,0,0,0,Osteria Savio Volpe,200.0,4.2,$$$,463.0,"(49.26, -123.09)"
13th & St George,14,0,0,0,Les Faux Bourgeois,278.0,3.9,$$,485.0,"(49.26, -123.09)"
13th & St George,14,0,0,0,The Farmhouse,461.0,4.3,,28.0,"(49.26, -123.10)"
13th & St George,14,0,0,0,Fassil Ethiopian Restaurant,506.0,4.3,$$,154.0,"(49.26, -123.09)"
13th & St George,14,0,0,0,Burgoo Bistros,596.0,3.9,$$,515.0,"(49.26, -123.10)"
13th & St George,14,0,0,0,Anh and Chi,722.0,3.9,$$$,717.0,"(49.26, -123.10)"
13th & St George,14,0,0,0,Fable Diner,818.0,3.9,$$,343.0,"(49.26, -123.10)"
13th & St George,14,0,0,0,Published On Main,901.0,4.3,,152.0,"(49.25, -123.10)"
13th & St George,14,0,0,0,Nemesis Coffee,915.0,4.2,$$,101.0,"(49.27, -123.09)"
13th & St George,14,0,0,0,Zarak By Afghan Kitchen,1000.0,4.5,,120.0,"(49.27, -123.10)"
Commercial & Pandora,8,7,0,7,Yolks,300.0,3.8,$$,458.0,"(49.28, -123.07)"
Commercial & Pandora,8,7,0,7,Straight and Marrow,358.0,4.4,,37.0,"(49.28, -123.07)"
Commercial & Pandora,8,7,0,7,Pelican Seafood Restaurant,359.0,3.1,$$,81.0,"(49.28, -123.07)"
Commercial & Pandora,8,7,0,7,Pepino's,497.0,4.1,$$$,162.0,"(49.28, -123.07)"
Commercial & Pandora,8,7,0,7,Dundas Eat + Drink,627.0,4.2,$$,75.0,"(49.29, -123.06)"
Commercial & Pandora,8,7,0,7,Takenaka,663.0,4.3,,97.0,"(49.28, -123.08)"
Commercial & Pandora,8,7,0,7,Absinthe Bistro,802.0,4.6,$$$,147.0,"(49.28, -123.07)"
Commercial & Pandora,8,7,0,7,Lunch Lady,924.0,4.1,$$,261.0,"(49.27, -123.07)"
Grandview & Commercial,16,0,0,0,Kishimoto Japanese Kitchen,310.0,4.4,$$$,538.0,"(49.27, -123.07)"
Grandview & Commercial,16,0,0,0,The Burrow,443.0,3.9,$$,516.0,"(49.26, -123.07)"
Grandview & Commercial,16,0,0,0,Sopra Sotto,819.0,4.0,$$,153.0,"(49.27, -123.07)"
Grandview & Commercial,16,0,0,0,Harbour Oyster + Bar,908.0,4.2,$$,84.0,"(49.27, -123.07)"
Expo & Smithe,2,12,1,11,Fanny Bay Oyster Bar & Shellfish Market,297.0,4.4,$$$,891.0,"(49.28, -123.11)"
Expo & Smithe,2,12,1,11,Lupo,313.0,4.3,$$$,467.0,"(49.28, -123.12)"
Expo & Smithe,2,12,1,11,Tutto,398.0,4.3,$$$,67.0,"(49.28, -123.12)"
Expo & Smithe,2,12,1,11,OEB Breakfast Co. - Yaletown,454.0,4.3,$$,912.0,"(49.27, -123.12)"
Expo & Smithe,2,12,1,11,Blue Water Cafe,471.0,4.4,$$$$,1135.0,"(49.28, -123.12)"
Expo & Smithe,2,12,1,11,Medina Cafe,515.0,4.2,$$,2701.0,"(49.28, -123.12)"
Expo & Smithe,2,12,1,11,Chambar,558.0,4.2,$$,1601.0,"(49.28, -123.11)"
Expo & Smithe,2,12,1,11,The Flying Pig,558.0,4.0,$$,1369.0,"(49.28, -123.12)"
Expo & Smithe,2,12,1,11,Sushi Jin,778.0,4.6,$$$,149.0,"(49.28, -123.12)"
Expo & Smithe,2,12,1,11,Kokoro Tokyo Mazesoba,810.0,4.1,$$,490.0,"(49.28, -123.12)"
Expo & Smithe,2,12,1,11,Mahony’s Tavern,845.0,2.7,$$,169.0,"(49.27, -123.12)"
Expo & Smithe,2,12,1,11,Gyu-Kaku Japanese BBQ,873.0,4.0,$$,410.0,"(49.28, -123.12)"
Expo & Smithe,2,12,1,11,Hawksworth Restaurant,878.0,4.1,$$$,694.0,"(49.28, -123.12)"
Expo & Smithe,2,12,1,11,CRAFT Beer Market,897.0,3.4,$$,536.0,"(49.27, -123.11)"
Expo & Smithe,2,12,1,11,The Flying Pig - Village,900.0,3.3,$$,218.0,"(49.27, -123.11)"
Expo & Smithe,2,12,1,11,PiDGiN,987.0,4.0,$$$,343.0,"(49.28, -123.10)"
Cypress & 14th,8,3,1,2,The Stable House Bistro,588.0,4.0,$$,105.0,"(49.26, -123.14)"
Cypress & 14th,8,3,1,2,Suika,663.0,4.2,$$,566.0,"(49.26, -123.14)"
Cypress & 14th,8,3,1,2,Temaki Sushi,689.0,4.2,$$,170.0,"(49.26, -123.15)"
Cypress & 14th,8,3,1,2,Delhi 6 Indian Bistro,725.0,4.4,$$,146.0,"(49.27, -123.14)"
Cypress & 14th,8,3,1,2,Salade de Fruits Cafe,919.0,4.2,$$,185.0,"(49.27, -123.14)"
Cypress & 14th,8,3,1,2,Fable Kitchen,974.0,4.3,$$,791.0,"(49.27, -123.15)"
Brock Commons,6,11,1,10,Great Dane Coffee,177.0,4.1,$,66.0,"(49.27, -123.25)"
Brock Commons,6,11,1,10,Browns Crafthouse UBC,466.0,4.4,,35.0,"(49.27, -123.25)"
Brock Commons,6,11,1,10,Jamjar Canteen,501.0,4.1,$$,46.0,"(49.27, -123.25)"
Brock Commons,6,11,1,10,Mercante,685.0,3.3,$$,80.0,"(49.26, -123.26)"
Brock Commons,6,11,1,10,Starbucks,982.0,3.7,$$,17.0,"(49.26, -123.25)"
Beach & Broughton,16,3,0,3,Score on Davie,345.0,4.3,$$,363.0,"(49.28, -123.13)"
Beach & Broughton,16,3,0,3,Tom Sushi,462.0,4.7,$$,285.0,"(49.28, -123.13)"
Beach & Broughton,16,3,0,3,Maxine's Cafe & Bar,670.0,4.3,$$,118.0,"(49.28, -123.13)"
Beach & Broughton,16,3,0,3,Beach Ave Bar And Grill,688.0,4.5,$$,33.0,"(49.28, -123.14)"
Beach & Broughton,16,3,0,3,Ancora Waterfront Dining and Patio,954.0,4.1,$$$$,240.0,"(49.27, -123.13)"
Beach & Broughton,16,3,0,3,Forage,961.0,4.1,$$,736.0,"(49.29, -123.13)"
Beach & Broughton,16,3,0,3,Linh Cafe,995.0,3.9,$$,337.0,"(49.27, -123.13)"
Arbutus Greenway & 14th,19,1,0,1,Temaki Sushi,571.0,4.2,$$,170.0,"(49.26, -123.15)"
Arbutus Greenway & 14th,19,1,0,1,The Stable House Bistro,903.0,4.0,$$,105.0,"(49.26, -123.14)"
Arbutus Greenway & 14th,19,1,0,1,Delhi 6 Indian Bistro,904.0,4.4,$$,146.0,"(49.27, -123.14)"
Arbutus Greenway & 14th,19,1,0,1,Suika,930.0,4.2,$$,566.0,"(49.26, -123.14)"
Alexander & Main,3,16,0,16,St Lawrence Restaurant,172.0,4.4,$$$,167.0,"(49.28, -123.10)"
Alexander & Main,3,16,0,16,L'Abattoir,346.0,4.2,$$$,602.0,"(49.28, -123.10)"
Alexander & Main,3,16,0,16,The Mackenzie Room,381.0,4.5,$$$$,205.0,"(49.28, -123.09)"
Alexander & Main,3,16,0,16,PiDGiN,398.0,4.0,$$$,343.0,"(49.28, -123.10)"
Alexander & Main,3,16,0,16,Bao Bei Chinese Brasserie,508.0,3.9,$$$,440.0,"(49.28, -123.10)"
Alexander & Main,3,16,0,16,Black Frog Eatery,638.0,3.8,$$,226.0,"(49.28, -123.11)"
Alexander & Main,3,16,0,16,Phnom Penh,649.0,4.2,$$,1775.0,"(49.28, -123.10)"
Alexander & Main,3,16,0,16,Chambar,852.0,4.2,$$,1601.0,"(49.28, -123.11)"
Alexander & Main,3,16,0,16,Bodega On Main,964.0,3.9,$$,229.0,"(49.28, -123.10)"
Hornby & Drake,22,1,0,1,Maxine's Cafe & Bar,137.0,4.3,$$,118.0,"(49.28, -123.13)"
Hornby & Drake,22,1,0,1,Linh Cafe,279.0,3.9,$$,337.0,"(49.27, -123.13)"
Hornby & Drake,22,1,0,1,Ancora Waterfront Dining and Patio,414.0,4.1,$$$$,240.0,"(49.27, -123.13)"
Hornby & Drake,22,1,0,1,Beach Ave Bar And Grill,449.0,4.5,$$,33.0,"(49.28, -123.14)"
Hornby & Drake,22,1,0,1,Gyu-Kaku Japanese BBQ,520.0,4.0,$$,410.0,"(49.28, -123.12)"
Hornby & Drake,22,1,0,1,Sushi Jin,522.0,4.6,$$$,149.0,"(49.28, -123.12)"
Hornby & Drake,22,1,0,1,Tom Sushi,527.0,4.7,$$,285.0,"(49.28, -123.13)"
Hornby & Drake,22,1,0,1,The Flying Pig,628.0,4.0,$$,1369.0,"(49.28, -123.12)"
Hornby & Drake,22,1,0,1,Blue Water Cafe,662.0,4.4,$$$$,1135.0,"(49.28, -123.12)"
Hornby & Drake,22,1,0,1,Score on Davie,663.0,4.3,$$,363.0,"(49.28, -123.13)"
Hornby & Drake,22,1,0,1,Le Crocodile Restaurant,690.0,4.3,$$$$,465.0,"(49.28, -123.13)"
Hornby & Drake,22,1,0,1,Tutto,830.0,4.3,$$$,67.0,"(49.28, -123.12)"
Hornby & Drake,22,1,0,1,OEB Breakfast Co. - Yaletown,880.0,4.3,$$,912.0,"(49.27, -123.12)"
Hornby & Drake,22,1,0,1,Lupo,925.0,4.3,$$$,467.0,"(49.28, -123.12)"
Hornby & Drake,22,1,0,1,Joe Fortes Seafood & Chop House,952.0,4.0,$$$,1353.0,"(49.28, -123.12)"
Hornby & Drake,22,1,0,1,Hello Nori ,978.0,4.5,$$,266.0,"(49.29, -123.13)"
Hornby & Drake,22,1,0,1,Thierry,1000.0,4.0,$$,999.0,"(49.28, -123.12)"
Highbury & 8th,10,10,0,10,Rajio Japanese Public House,205.0,4.0,$$,133.0,"(49.26, -123.19)"
Highbury & 8th,10,10,0,10,Itosugi Kappo Cuisine,266.0,4.5,,31.0,"(49.26, -123.18)"
Highbury & 8th,10,10,0,10,La Quercia,408.0,4.1,$$$,213.0,"(49.27, -123.19)"
Highbury & 8th,10,10,0,10,Hitoe Sushi Japanese Restaurant,733.0,4.0,$$,181.0,"(49.27, -123.18)"
Pharmaceutical Sciences,20,4,4,0,Starbucks,290.0,3.7,$$,17.0,"(49.26, -123.25)"
Pharmaceutical Sciences,20,4,4,0,Jamjar Canteen,516.0,4.1,$$,46.0,"(49.27, -123.25)"
Pharmaceutical Sciences,20,4,4,0,Browns Crafthouse UBC,546.0,4.4,,35.0,"(49.27, -123.25)"
Pharmaceutical Sciences,20,4,4,0,Bean Around The World UBC,559.0,3.9,$$,28.0,"(49.26, -123.25)"
Pharmaceutical Sciences,20,4,4,0,Mercante,943.0,3.3,$$,80.0,"(49.26, -123.26)"
Pharmaceutical Sciences,20,4,4,0,Great Dane Coffee,995.0,4.1,$,66.0,"(49.27, -123.25)"
Haro & Denman,3,15,0,15,Kingyo,60.0,4.4,$$,1204.0,"(49.29, -123.14)"
Haro & Denman,3,15,0,15,Guu with Garlic,181.0,4.3,$$,1081.0,"(49.29, -123.13)"
Haro & Denman,3,15,0,15,Saku,326.0,4.4,$$,453.0,"(49.29, -123.13)"
Haro & Denman,3,15,0,15,Cardero's Restaurant & Marine Pub,636.0,3.9,$$$,715.0,"(49.29, -123.13)"
Haro & Denman,3,15,0,15,Forage,641.0,4.1,$$,736.0,"(49.29, -123.13)"
Haro & Denman,3,15,0,15,Hello Nori ,921.0,4.5,$$,266.0,"(49.29, -123.13)"
Haro & Denman,3,15,0,15,Score on Davie,927.0,4.3,$$,363.0,"(49.28, -123.13)"
Haro & Denman,3,15,0,15,Tableau Bar Bistro,982.0,4.0,$$,306.0,"(49.29, -123.12)"
Windsor & 14th,3,9,1,8,Les Faux Bourgeois,471.0,3.9,$$,485.0,"(49.26, -123.09)"
Windsor & 14th,3,9,1,8,Osteria Savio Volpe,552.0,4.2,$$$,463.0,"(49.26, -123.09)"
Windsor & 14th,3,9,1,8,Fassil Ethiopian Restaurant,602.0,4.3,$$,154.0,"(49.26, -123.09)"
Windsor & 14th,3,9,1,8,The Burrow,989.0,3.9,$$,516.0,"(49.26, -123.07)"
Prince Edward & 16th,11,2,1,1,Burgoo Bistros,325.0,3.9,$$,515.0,"(49.26, -123.10)"
Prince Edward & 16th,11,2,1,1,Anh and Chi,363.0,3.9,$$$,717.0,"(49.26, -123.10)"
Prince Edward & 16th,11,2,1,1,Osteria Savio Volpe,419.0,4.2,$$$,463.0,"(49.26, -123.09)"
Prince Edward & 16th,11,2,1,1,Les Faux Bourgeois,499.0,3.9,$$,485.0,"(49.26, -123.09)"
Prince Edward & 16th,11,2,1,1,Published On Main,543.0,4.3,,152.0,"(49.25, -123.10)"
Prince Edward & 16th,11,2,1,1,The Farmhouse,576.0,4.3,,28.0,"(49.26, -123.10)"
Prince Edward & 16th,11,2,1,1,Fable Diner,811.0,3.9,$$,343.0,"(49.26, -123.10)"
Prince Edward & 16th,11,2,1,1,Fassil Ethiopian Restaurant,866.0,4.3,$$,154.0,"(49.26, -123.09)"
Prince Edward & 16th,11,2,1,1,Zakkushi Dining On Main,916.0,3.8,$$,239.0,"(49.25, -123.10)"
Cardero & Davie,11,5,1,4,Score on Davie,449.0,4.3,$$,363.0,"(49.28, -123.13)"
Cardero & Davie,11,5,1,4,Kingyo,589.0,4.4,$$,1204.0,"(49.29, -123.14)"
Cardero & Davie,11,5,1,4,Tom Sushi,601.0,4.7,$$,285.0,"(49.28, -123.13)"
Cardero & Davie,11,5,1,4,Saku,607.0,4.4,$$,453.0,"(49.29, -123.13)"
Cardero & Davie,11,5,1,4,Guu with Garlic,623.0,4.3,$$,1081.0,"(49.29, -123.13)"
Cardero & Davie,11,5,1,4,Forage,686.0,4.1,$$,736.0,"(49.29, -123.13)"
Cardero & Davie,11,5,1,4,Hello Nori ,891.0,4.5,$$,266.0,"(49.29, -123.13)"
Cardero & Davie,11,5,1,4,Maxine's Cafe & Bar,974.0,4.3,$$,118.0,"(49.28, -123.13)"
Stamps Landing,1,12,0,12,Mahony’s Tavern,32.0,2.7,$$,169.0,"(49.27, -123.12)"
Stamps Landing,1,12,0,12,OEB Breakfast Co. - Yaletown,513.0,4.3,$$,912.0,"(49.27, -123.12)"
Stamps Landing,1,12,0,12,Seaport City Seafood Restaurant,597.0,4.2,$$$,69.0,"(49.26, -123.12)"
Stamps Landing,1,12,0,12,Dynasty Seafood Restaurant,638.0,3.6,$$,347.0,"(49.26, -123.12)"
Stamps Landing,1,12,0,12,Saku,657.0,4.3,$$,265.0,"(49.26, -123.12)"
Stamps Landing,1,12,0,12,Nana's Green Tea,704.0,4.1,$$,192.0,"(49.27, -123.11)"
Stamps Landing,1,12,0,12,La Taqueria Pinche Taco Shop,714.0,4.2,$$,697.0,"(49.26, -123.11)"
Stamps Landing,1,12,0,12,The Flying Pig,732.0,4.0,$$,1369.0,"(49.28, -123.12)"
Stamps Landing,1,12,0,12,The Flying Pig - Village,777.0,3.3,$$,218.0,"(49.27, -123.11)"
Stamps Landing,1,12,0,12,Blue Water Cafe,834.0,4.4,$$$$,1135.0,"(49.28, -123.12)"
Stamps Landing,1,12,0,12,CRAFT Beer Market,887.0,3.4,$$,536.0,"(49.27, -123.11)"
Stamps Landing,1,12,0,12,iDen & Quan Ju De Beijing Duck House,998.0,3.6,,152.0,"(49.26, -123.11)"
Marinaside & Davie,0,18,0,18,OEB Breakfast Co. - Yaletown,92.0,4.3,$$,912.0,"(49.27, -123.12)"
Marinaside & Davie,0,18,0,18,The Flying Pig,336.0,4.0,$$,1369.0,"(49.28, -123.12)"
Marinaside & Davie,0,18,0,18,Blue Water Cafe,372.0,4.4,$$$$,1135.0,"(49.28, -123.12)"
Marinaside & Davie,0,18,0,18,Mahony’s Tavern,500.0,2.7,$$,169.0,"(49.27, -123.12)"
Marinaside & Davie,0,18,0,18,Lupo,530.0,4.3,$$$,467.0,"(49.28, -123.12)"
Marinaside & Davie,0,18,0,18,Tutto,551.0,4.3,$$$,67.0,"(49.28, -123.12)"
Marinaside & Davie,0,18,0,18,Fanny Bay Oyster Bar & Shellfish Market,660.0,4.4,$$$,891.0,"(49.28, -123.11)"
Marinaside & Davie,0,18,0,18,Medina Cafe,779.0,4.2,$$,2701.0,"(49.28, -123.12)"
Marinaside & Davie,0,18,0,18,Sushi Jin,799.0,4.6,$$$,149.0,"(49.28, -123.12)"
Marinaside & Davie,0,18,0,18,Linh Cafe,872.0,3.9,$$,337.0,"(49.27, -123.13)"
Marinaside & Davie,0,18,0,18,The Flying Pig - Village,887.0,3.3,$$,218.0,"(49.27, -123.11)"
Marinaside & Davie,0,18,0,18,Gyu-Kaku Japanese BBQ,901.0,4.0,$$,410.0,"(49.28, -123.12)"
Marinaside & Davie,0,18,0,18,CRAFT Beer Market,939.0,3.4,$$,536.0,"(49.27, -123.11)"
Marinaside & Davie,0,18,0,18,Nana's Green Tea,943.0,4.1,$$,192.0,"(49.27, -123.11)"
Marinaside & Davie,0,18,0,18,Chambar,946.0,4.2,$$,1601.0,"(49.28, -123.11)"
Adanac & McLean,20,2,0,2,Takenaka,157.0,4.3,,97.0,"(49.28, -123.08)"
Adanac & McLean,20,2,0,2,Pepino's,254.0,4.1,$$$,162.0,"(49.28, -123.07)"
Adanac & McLean,20,2,0,2,Absinthe Bistro,366.0,4.6,$$$,147.0,"(49.28, -123.07)"
Adanac & McLean,20,2,0,2,Yolks,383.0,3.8,$$,458.0,"(49.28, -123.07)"
Adanac & McLean,20,2,0,2,Lunch Lady,443.0,4.1,$$,261.0,"(49.27, -123.07)"
Adanac & McLean,20,2,0,2,Pelican Seafood Restaurant,703.0,3.1,$$,81.0,"(49.28, -123.07)"
Adanac & McLean,20,2,0,2,Harbour Oyster + Bar,719.0,4.2,$$,84.0,"(49.27, -123.07)"
Adanac & McLean,20,2,0,2,Sopra Sotto,790.0,4.0,$$,153.0,"(49.27, -123.07)"
Adanac & McLean,20,2,0,2,Straight and Marrow,965.0,4.4,,37.0,"(49.28, -123.07)"
Bute & Davie,20,0,0,0,Tom Sushi,59.0,4.7,$$,285.0,"(49.28, -123.13)"
Bute & Davie,20,0,0,0,Score on Davie,118.0,4.3,$$,363.0,"(49.28, -123.13)"
